"","NUTS_ID","Kod_GUS","Nazwa","Rok","TFR","ludnosc_ogolem_ogÛ≥em","ludnosc_ogolem_wiek_rozrodczy","ludnosc_ogolem_wiek_produkcyjny","ludnosc_kobiety_ogÛ≥em","ludnosc_kobiety_wiek_rozrodczy","ludnosc_kobiety_wiek_produkcyjny","ludnosc_mezczyzni_ogÛ≥em","ludnosc_mezczyzni_wiek_rozrodczy","ludnosc_mezczyzni_wiek_produkcyjny","bezrobotni_ogÛ≥em","bezrobotni_mÍøczyüni","bezrobotni_kobiety","wynagrodzenia","cena_mieszkan_metr_mediana","cena_mieszkan_metr_srednia","mieszkania_oddane","mieszkania_przecietna_powierzchnia","mieszkania_izby","mieszkania_nowe","rozwody","rozwody_na_10_tys","separacje","separacje_na_10_tys","swiadczenia_500_plus","swiadczenia_spoleczne","wspolczynnik_feminizacji","zlobki","malzenstwa_zawarte","ludnosc_na_1km2","gestosc_zaludnienia_pow_zabudowana","zmiana_liczby_ludnosci","ludnosc_tys","ludnosc_tys_mezczyzni","ludnosc_tys_kobiety","praca_ogolem_ogÛ≥em","praca_ogolem_mÍøczyüni","praca_ogolem_kobiety","praca_rolnictwo_ogÛ≥em","praca_rolnictwo_mÍøczyüni","praca_rolnictwo_kobiety","praca_przemysl_na_10_tys_ogÛ≥em","praca_przemysl_na_10_tys_mÍøczyüni","praca_przemysl_na_10_tys_kobiety","praca_handel_ogÛ≥em","praca_handel_mÍøczyüni","praca_handel_kobiety","praca_finanse_ogÛ≥em","praca_finanse_mÍøczyüni","praca_finanse_kobiety","praca_pozostale_na_10_tys_ogÛ≥em","praca_pozostale_na_10_tys_mÍøczyüni","praca_pozostale_na_10_tys_kobiety","zgony_kobiety","zgony_mezczyzni","zgony_ogolem","dochody_ogolem","dochody_wlasne","dochody_podatki","dochody_podatki_osoby_fizyczne","dochody_podatki_osoby_prawne","dochody_podatki_pozostale","swiadczenia_ogolem"
"1","PL214","011212000000","PODREGION KRAKOWSKI",2012,1.371,703223,357539,452889,358077,176121,223580,345146,181418,229309,30195,14959,15236,3297.54,4147,4024,4.3,141.8,5.5,3.8,913,13,36,0.51,NA,146853,104,NA,5.5,173,3380,7.5,703.22,345.15,358.08,176709,86374,90335,72527,34777,37750,41194,28815,12379,26606,13323,13283,1786,364,1422,34596,9095,25501,2979,3457,6436,2972.18,1341.62,NA,506.99,29.75,413.49,NA
"2","PL214","011212000000","PODREGION KRAKOWSKI",2013,1.343,707788,358386,452924,360197,176544,223655,347591,181842,229269,30427,15234,15193,3436.01,4076,3992,4.2,144.8,5.6,3.8,756,10.7,30,0.43,NA,139101,104,NA,4.9,175,3292,6.5,707.79,347.59,360.2,180914,88364,92550,72509,34759,37750,42094,29447,12647,28694,14334,14360,1733,390,1343,35884,9434,26450,3105,3267,6372,3019.56,1424.08,NA,545.7,29.71,436.3,NA
"3","PL214","011212000000","PODREGION KRAKOWSKI",2014,1.367,711862,358352,452097,362188,176780,223533,349674,181572,228564,24460,12063,12397,3552.25,4290,4172,4.4,138.6,5.5,3.7,847,11.9,24,0.34,NA,126463,104,24,5.1,176,3198,5.8,711.86,349.67,362.19,184871,90162,94709,72540,34764,37776,43673,30297,13376,30931,15393,15538,1803,422,1381,35924,9286,26638,3045,3165,6210,3267.28,1591.46,NA,587.78,28.12,467.87,NA
"4","PL214","011212000000","PODREGION KRAKOWSKI",2015,1.377,715768,358831,451353,364025,177010,223240,351743,181821,228113,19581,9392,10189,3775.55,4303,4200,4.2,142.9,5.6,4,960,13.5,29,0.41,NA,134281,103,28,5.1,177,NA,5.5,715.77,351.74,364.03,189341,92945,96396,72526,34727,37799,45781,31672,14109,32812,16669,16143,1846,433,1413,36376,9444,26932,3284,3503,6787,3391.95,1622.63,NA,653.33,30.76,480.75,NA
"5","PL214","011212000000","PODREGION KRAKOWSKI",2016,1.439,720389,359305,450730,366456,177331,223142,353933,181974,227588,16405,7816,8589,4009.95,4294,4164,4.2,140.9,5.5,3.9,935,13,25,0.35,NA,166160,104,41,5.2,178,NA,6.5,720.39,353.93,366.46,196519,97914,98605,72427,34709,37718,50183,34963,15220,33788,17606,16182,1932,492,1440,38189,10144,28045,3130,3346,6476,3912.63,1691.23,NA,720.16,35.76,506.62,NA
"6","PL214","011212000000","PODREGION KRAKOWSKI",2017,1.515,725448,359560,449723,369053,177482,222818,356395,182078,226905,13281,6097,7184,4293.01,4509,4324,4.9,134.3,5.4,4.2,885,12.2,29,0.4,520262738,176185,104,49,5,179,NA,7,725.45,356.4,369.05,204689,101246,103443,72354,34672,37682,52501,36182,16319,38508,19545,18963,1860,445,1415,39466,10402,29064,3223,3492,6715,4244.85,1827.74,NA,811.76,38.04,527.83,520438923
"7","PL214","011212000000","PODREGION KRAKOWSKI",2018,1.521,730425,359414,448239,371499,177491,222175,358926,181923,226064,11999,5414,6585,4622.58,4572,4491,4.8,135.2,5.4,4.3,890,12.2,22,0.3,508574475,179256,104,71,5.2,180,NA,6.9,730.43,358.93,371.5,205015,102091,102924,72481,34718,37763,54807,37715,17092,36500,19524,16976,1906,482,1424,39321,9652,29669,3140,3484,6624,4620.51,1977.04,NA,944.46,42.13,547.09,508753731
"8","PL214","011212000000","PODREGION KRAKOWSKI",2019,1.465,734873,358972,447007,373812,177291,221600,361061,181681,225407,9871,4469,5402,4907.62,4894,4783,4.8,134.9,5.3,4.3,934,12.8,21,0.29,695132264,179345,104,94,5,181,NA,6.1,734.87,361.06,373.81,208063,103598,104465,72379,34665,37714,55612,38305,17307,38217,20538,17679,1799,456,1343,40056,9634,30422,3197,3533,6730,5351.57,2260.2,NA,1069.64,45.5,582.12,695311609
"9","PL214","011212000000","PODREGION KRAKOWSKI",2020,1.498,760617,365470,455629,386327,180243,225557,374290,185227,230072,14412,6848,7564,5190.51,5367,5249,5.4,121.5,4.9,4.1,645,8.5,15,0.2,904616151,180536,103,102,3.7,188,NA,35,760.62,374.29,386.33,170387,87161,83226,30629,15888,14741,57083,39274,17809,40799,21722,19077,1697,445,1252,40179,9832,30347,3800,4299,8099,5925.11,2585.44,NA,1032.26,41.95,598.99,904796687
"10","PL214","011212000000","PODREGION KRAKOWSKI",2021,1.433,764372,365689,456392,388302,180300,225898,376070,185389,230494,12430,6052,6378,5321.38,5834,5743,6.5,128.8,5,5.3,655,8.6,5,0.07,913470826,179639,103,134,4.2,189,NA,4.9,764.37,376.07,388.3,172336,88160,84176,30600,15867,14733,59582,40598,18984,40525,21785,18740,1529,388,1141,40100,9522,30578,3839,4341,8180,6554.74,2689.21,NA,1178.3,54.35,679.41,913650465
"11","PL213","011212100000","PODREGION MIASTO KRAK”W",2012,1.091,758334,377094,481901,405051,193179,250317,353283,183915,231584,23863,11909,11954,3877.57,6254,6330,9,63.1,2.8,1,1664,21.9,63,0.83,NA,80669,115,NA,4.5,2320,5476,-1.1,758.33,353.28,405.05,296926,146808,150118,4371,2135,2236,65966,51033,14933,82096,42526,39570,18890,6981,11909,125603,44133,81470,3617,3671,7288,4539.28,3121.82,NA,1211.55,90.39,645.78,NA
"12","PL213","011212100000","PODREGION MIASTO KRAK”W",2013,1.091,758992,375289,476550,405368,192325,247310,353624,182964,229240,24685,12537,12148,3997.8,5959,6196,9.2,63.4,2.8,1,1204,15.9,39,0.51,NA,71774,115,NA,4.3,2322,5406,0.9,758.99,353.62,405.37,306706,148860,157846,4490,2164,2326,62765,48509,14256,86407,44188,42219,19859,7220,12639,133185,46779,86406,3706,3430,7136,4922.21,3448.56,NA,1261.89,100.08,698.8,NA
"13","PL213","011212100000","PODREGION MIASTO KRAK”W",2014,1.11,761873,374931,472901,406631,191930,244999,355242,183001,227902,21948,11091,10857,4152.52,6184,6339,9.7,59.8,2.7,0.9,1410,18.6,35,0.46,NA,65562,114,175,4.6,2331,5338,3.8,761.87,355.24,406.63,315895,151890,164005,4516,2176,2340,62780,48325,14455,88651,45194,43457,20784,7689,13095,139164,48506,90658,3639,3405,7044,5328.16,3653.08,NA,1366.45,114.16,744,NA
"14","PL213","011212100000","PODREGION MIASTO KRAK”W",2015,1.185,761069,371880,465872,406115,190257,240883,354954,181623,224989,19607,9869,9738,4431.17,6102,6495,8.5,59.5,2.7,0.9,1543,20.2,48,0.63,NA,70365,114,204,4.9,2328,NA,-1.1,761.07,354.95,406.12,320625,152460,168165,4489,2154,2335,63170,48055,15115,92463,47108,45355,20521,7421,13100,139982,47722,92260,3984,3728,7712,5424.19,3780.79,NA,1463.17,116.06,746.95,NA
"15","PL213","011212100000","PODREGION MIASTO KRAK”W",2016,1.323,765320,371533,462098,408223,190127,238571,357097,181406,223527,16213,7986,8227,4635.26,6180,6424,12.3,57.5,2.6,1,1430,18.8,40,0.52,NA,89683,114,230,5.3,2342,NA,5.6,765.32,357.1,408.22,335391,160321,175070,4517,2177,2340,63725,48396,15329,97454,50783,46671,20471,7263,13208,149224,51702,97522,3687,3468,7155,6099.34,4011.03,NA,1605.94,135.07,794.64,NA
"16","PL213","011212100000","PODREGION MIASTO KRAK”W",2017,1.404,767348,369626,456988,409210,189207,235695,358138,180419,221293,12959,6275,6684,4966.2,6246,6497,14.4,56.1,2.6,1,1315,17.2,32,0.42,334946991,95930,114,257,5.8,2348,NA,2.7,767.35,358.14,409.21,347683,166544,181139,4492,2170,2322,65372,49782,15590,101640,52552,49088,21140,7720,13420,155039,54320,100719,3937,3713,7650,6469.58,4319.22,NA,1799.76,139.69,842.86,335042921
"17","PL213","011212100000","PODREGION MIASTO KRAK”W",2018,1.486,771069,369054,453878,411204,189153,233967,359865,179901,219911,11467,5507,5960,5368.39,6511,6699,12.5,57.2,2.7,1,1367,17.8,31,0.4,329254478,98884,114,308,5.8,2359,NA,4.9,771.07,359.87,411.2,364345,173834,190511,4471,2155,2316,67296,50736,16560,109949,56824,53125,21637,8474,13163,160992,55645,105347,4012,3773,7785,6896.89,4679.43,NA,2097.92,184.51,892.95,329353362
"18","PL213","011212100000","PODREGION MIASTO KRAK”W",2019,1.539,779115,372635,456120,415628,191346,235415,363487,181289,220705,9899,4885,5014,5878.79,7002,7253,16.8,56,2.5,1.2,1443,18.6,31,0.4,540004203,103949,114,327,6.2,2384,NA,10.4,779.12,363.49,415.63,376552,178826,197726,4449,2153,2296,66134,49780,16354,114590,59140,55450,21930,8366,13564,169449,59387,110062,4099,3791,7890,7630.02,4947.3,NA,2305.3,213.19,915.86,540108152
"19","PL213","011212100000","PODREGION MIASTO KRAK”W",2020,1.227,800531,410831,490800,426639,210955,253072,373892,199876,237728,15713,7988,7725,6482.24,8094,8277,12.7,58.4,2.7,1.2,1399,17.5,31,0.39,777094173,109920,114,407,5,2449,NA,27.5,800.53,373.89,426.64,371728,175960,195768,1990,1086,904,64954,48521,16433,112380,58395,53985,21071,8339,12732,171333,59619,111714,4726,4533,9259,7733.72,4752.01,NA,2210.92,215.4,888.47,777204093
"20","PL213","011212100000","PODREGION MIASTO KRAK”W",2021,1.168,802583,411512,491914,427768,211508,253627,374815,200004,238287,14576,7667,6909,7203.41,8869,9056,12.6,59.2,2.7,1.2,1734,21.6,21,0.26,785976802,105430,114,429,6.1,2456,NA,2.6,802.58,374.82,427.77,387750,183138,204612,1930,1066,864,65214,47821,17393,119464,62722,56742,21356,8485,12871,179786,63044,116742,4804,4657,9461,8973.64,5672.78,NA,2521.06,273.62,1039.02,786082232
"21","PL218","011212200000","PODREGION NOWOS•DECKI",2012,1.551,531427,273831,340096,268377,133589,166141,263050,140242,173955,35026,15956,19070,2887.89,3064,3305,2.9,139.6,5.6,2.5,511,9.6,73,1.38,NA,189682,102,NA,6.3,151,4186,3.4,531.43,263.05,268.38,153952,76500,77452,70205,33141,37064,31242,24423,6819,19967,10178,9789,2083,584,1499,30455,8174,22281,1928,2300,4228,3518.15,1149.81,NA,417.26,19.8,316.5,NA
"22","PL218","011212200000","PODREGION NOWOS•DECKI",2013,1.515,532734,273165,340068,269092,133396,166056,263642,139769,174012,35601,16363,19238,2982.13,3099,3259,3,146.8,5.8,2.6,453,8.5,47,0.88,NA,174343,102,NA,5.7,151,4104,2.5,532.73,263.64,269.09,155499,76535,78964,70240,33161,37079,30545,23986,6559,20607,10309,10298,2116,588,1528,31991,8491,23500,2085,2261,4346,3467.74,1186.14,NA,435.95,17.17,335.97,NA
"23","PL218","011212200000","PODREGION NOWOS•DECKI",2014,1.521,533937,272238,339772,269711,133023,166051,264226,139215,173721,29471,12804,16667,3077.1,2907,2972,2.7,146.7,5.7,2.4,478,9,34,0.64,NA,153382,102,27,6,151,4070,2.3,533.94,264.23,269.71,157320,77247,80073,70316,33205,37111,30655,23937,6718,21963,10894,11069,2173,616,1557,32213,8595,23618,2048,2227,4275,3716.71,1273.85,NA,446.09,21.91,358.97,NA
"24","PL218","011212200000","PODREGION NOWOS•DECKI",2015,1.497,535636,271717,339628,270508,132901,166140,265128,138816,173488,26330,11052,15278,3188.12,2835,2903,2.6,156.9,6,2.5,502,9.4,36,0.67,NA,162098,102,25,5.8,152,NA,3.2,535.64,265.13,270.51,157613,76888,80725,70300,33201,37099,31107,23745,7362,22105,10931,11174,2087,583,1504,32014,8428,23586,2121,2240,4361,3942.33,1383.73,NA,489.74,19.7,365.49,NA
"25","PL218","011212200000","PODREGION NOWOS•DECKI",2016,1.562,537195,270769,338831,271341,132450,165847,265854,138319,172984,19731,8170,11561,3293.79,3183,3436,2.5,146.4,5.8,2.3,475,8.9,30,0.56,NA,195978,102,33,5.9,152,NA,2.9,537.2,265.85,271.34,161273,79068,82205,70230,33150,37080,32794,24914,7880,23142,11812,11330,2291,655,1636,32816,8537,24279,2020,2373,4393,4452.56,1408.23,NA,529.27,24.15,386.2,NA
"26","PL218","011212200000","PODREGION NOWOS•DECKI",2017,1.65,539080,269584,337637,272239,131956,165419,266841,137628,172218,15846,5988,9858,3472.91,3259,3572,2.3,154.3,6,2.2,482,9,20,0.37,469063743,204417,102,48,5.9,153,NA,3.5,539.08,266.84,272.24,164373,81023,83350,70214,33128,37086,34146,25901,8245,24517,12709,11808,2141,637,1504,33355,8648,24707,2110,2346,4456,4779.6,1440.18,NA,588.45,22.29,412.42,469268160
"27","PL218","011212200000","PODREGION NOWOS•DECKI",2018,1.661,540699,268460,335902,272936,131390,164602,267763,137070,171300,14332,5024,9308,3720.42,3716,4071,2.4,141.8,5.5,2.1,497,9.2,7,0.13,459205234,208600,102,65,5.9,153,NA,3,540.7,267.76,272.94,167376,82389,84987,70212,33116,37096,35124,26674,8450,25838,13232,12606,2278,636,1642,33924,8731,25193,2167,2313,4480,5390.12,1687.82,NA,675.93,27.97,434.86,459413834
"28","PL218","011212200000","PODREGION NOWOS•DECKI",2019,1.634,541240,266369,333256,273210,130229,163295,268030,136140,169961,13235,4831,8404,3964.93,3854,3781,2.4,145,5.6,2.1,517,9.6,20,0.37,557552845,211543,102,88,5.4,154,NA,1,541.24,268.03,273.21,169688,83537,86151,70231,33137,37094,35919,27342,8577,26886,13661,13225,2275,628,1647,34377,8769,25608,2248,2431,4679,5835.47,1790.94,NA,762.88,47.65,446.88,557764388
"29","PL218","011212200000","PODREGION NOWOS•DECKI",2020,1.703,534003,254956,321134,269825,124684,157496,264178,130272,163638,16221,6172,10049,4260.25,4286,4215,2.7,135.1,5.2,2.1,431,8.1,8,0.15,668139222,210481,102,101,4.4,151,NA,-13.4,534,264.18,269.83,124794,63131,61663,26224,12804,13420,36583,27862,8721,25439,13198,12241,2140,609,1531,34408,8658,25750,2664,3079,5743,6543.96,2211.86,NA,781.52,48.43,477.74,668349703
"30","PL218","011212200000","PODREGION NOWOS•DECKI",2021,1.624,533250,253055,319148,269469,123744,156545,263781,129311,162603,13276,4838,8438,4672.68,4949,4670,3.5,140.3,5.4,3.1,598,11.2,16,0.3,662202252,208888,102,108,5,151,NA,-1.4,533.25,263.78,269.47,126486,64002,62484,26235,12822,13413,37579,28423,9156,25997,13554,12443,1997,595,1402,34678,8608,26070,2820,3088,5908,7631.54,2413.27,NA,903.11,51.21,502.81,662411140
"31","PL21A","011212300000","PODREGION OåWI CIMSKI",2012,1.326,555882,273261,356203,284983,133712,176106,270899,139549,180097,29291,13345,15946,3132.64,2718,2722,2.2,129.5,5.4,1.8,912,16.4,19,0.34,NA,88854,105,NA,5.5,273,3006,-0.2,555.88,270.9,284.98,132398,67307,65091,28370,13295,15075,50769,37324,13445,19184,8822,10362,3325,989,2336,30750,6877,23873,2533,2987,5520,2708,1438.08,NA,574.57,25.24,495.88,NA
"32","PL21A","011212300000","PODREGION OåWI CIMSKI",2013,1.287,555397,271050,352734,284789,132578,174374,270608,138472,178360,29035,13655,15380,3269.93,2673,2689,2.6,129.8,5.2,2.1,755,13.6,13,0.23,NA,86150,105,NA,5,272,2931,-0.9,555.4,270.61,284.79,133354,67081,66273,28385,13294,15091,49667,36256,13411,20242,9633,10609,3370,1053,2317,31690,6845,24845,2529,2901,5430,2762.27,1533.3,NA,612.85,23.2,511.55,NA
"33","PL21A","011212300000","PODREGION OåWI CIMSKI",2014,1.296,554705,268555,348945,284532,131269,172314,270173,137286,176631,24362,11258,13104,3384.2,2711,2755,2.4,132.4,5.4,2,790,14.2,17,0.31,NA,79815,105,26,5.2,272,2880,-1.3,554.71,270.17,284.53,135542,67727,67815,28381,13304,15077,50483,36710,13773,20676,9498,11178,3477,1068,2409,32525,7147,25378,2442,2864,5306,2855.35,1636.33,NA,666.35,24.68,522.98,NA
"34","PL21A","011212300000","PODREGION OåWI CIMSKI",2015,1.304,553968,266154,344769,284241,130136,170240,269727,136018,174529,20430,9176,11254,3488.71,2695,2685,2.4,139.4,5.6,2.2,828,14.9,23,0.42,NA,86393,105,29,5,272,NA,-1.3,553.97,269.73,284.24,134174,66430,67744,28378,13290,15088,49824,35972,13852,20466,9236,11230,3447,1080,2367,32059,6852,25207,2665,3011,5676,2978.77,1746.21,NA,730.06,31.41,535.61,NA
"35","PL21A","011212300000","PODREGION OåWI CIMSKI",2016,1.332,553171,263828,340431,283921,128982,168068,269250,134846,172363,15885,7077,8808,3637.14,2712,2797,2.3,133.5,5.4,2,834,15.1,20,0.36,NA,112842,105,37,5,271,NA,-1.4,553.17,269.25,283.92,139372,69416,69956,28404,13305,15099,52844,37839,15005,21800,10005,11795,3284,1041,2243,33040,7226,25814,2576,2934,5510,3596.67,1839.66,NA,781.71,39.14,598.76,NA
"36","PL21A","011212300000","PODREGION OåWI CIMSKI",2017,1.431,552494,261587,335932,283512,127856,165742,268982,133731,170190,13849,5999,7850,3861.09,2772,2835,2.7,135.1,5.4,2.2,764,13.8,17,0.31,317100323,121076,105,58,5,271,NA,-1.2,552.49,268.98,283.51,139604,69421,70183,28365,13276,15089,51973,37397,14576,22480,10342,12138,3183,992,2191,33603,7414,26189,2804,3030,5834,3941.34,1983.96,NA,849.65,47.31,639.72,317221399
"37","PL21A","011212300000","PODREGION OåWI CIMSKI",2018,1.395,551287,259133,331234,282899,126640,163330,268388,132493,167904,12832,5372,7460,4146.85,3103,3093,2.5,128.7,5.2,2.1,752,13.6,12,0.22,306281307,123482,105,80,5,270,NA,-2.2,551.29,268.39,282.9,141615,70830,70785,28362,13283,15079,53255,38421,14834,23081,10733,12348,3091,947,2144,33826,7446,26380,2833,3156,5989,4315.13,2178.38,NA,966.74,60.42,664.63,306404789
"38","PL21A","011212300000","PODREGION OåWI CIMSKI",2019,1.393,549245,255914,326275,281769,124973,160705,267476,130941,165570,11515,4994,6521,4460.97,3612,3481,2.6,129.4,5.1,2.1,845,15.4,9,0.16,432631529,127740,105,91,4.6,269,NA,-3.7,549.25,267.48,281.77,143540,71969,71571,28341,13279,15062,55168,39624,15544,22634,10482,12152,2956,952,2004,34441,7632,26809,2897,3127,6024,4813.08,2352.79,NA,1056.01,55.5,646.29,432759269
"39","PL21A","011212300000","PODREGION OåWI CIMSKI",2020,1.377,540746,246454,315130,277748,120216,155181,262998,126238,159949,14544,6552,7992,4773.53,4249,4087,2.9,118.6,4.9,2.1,607,11.2,6,0.11,572037579,129530,106,105,3.7,265,NA,-15.5,540.75,263,277.75,123081,62620,60461,10033,5236,4797,54292,38860,15432,21900,10298,11602,2913,931,1982,33943,7295,26648,3377,3712,7089,5398.79,2666.69,NA,1042.2,47.92,687.23,572167109
"40","PL21A","011212300000","PODREGION OåWI CIMSKI",2021,1.335,536983,243489,311554,275923,118783,153320,261060,124706,158234,11698,5274,6424,5216.18,4698,4516,3.6,119.7,4.9,2.7,562,10.4,2,0.04,567400585,130895,106,122,4.2,263,NA,-7,536.98,261.06,275.92,121779,61518,60261,10072,5301,4771,52470,37447,15023,22376,10660,11716,2814,882,1932,34047,7228,26819,3624,3968,7592,5869.46,2728.17,NA,1156.91,83.42,728.22,567531480
"41","PL217","011212400000","PODREGION TARNOWSKI",2012,1.301,464151,238718,300001,236511,116655,147383,227640,122063,152618,26187,12081,14106,3093.61,3049,2985,3.3,125.4,5.2,2.6,490,10.6,29,0.63,NA,115554,104,NA,5.7,178,3772,0.8,464.15,227.64,236.51,137166,67153,70013,57880,26561,31319,29485,22502,6983,17841,9378,8463,1880,563,1317,30080,8149,21931,1914,2079,3993,3365.66,1167.49,NA,428.03,35.34,392.7,NA
"42","PL217","011212400000","PODREGION TARNOWSKI",2013,1.252,464089,237346,298588,236365,115982,146667,227724,121364,151921,26832,12561,14271,3177.39,3250,3175,3.1,134,5.5,2.7,484,10.4,28,0.6,NA,107125,104,NA,5.1,178,3606,-0.1,464.09,227.72,236.37,136855,66422,70433,57866,26519,31347,28351,21519,6832,18191,9593,8598,1810,562,1248,30637,8229,22408,1952,2037,3989,3308.42,1263.51,NA,459.68,28.8,412.86,NA
"43","PL217","011212400000","PODREGION TARNOWSKI",2014,1.235,463840,235501,297003,236251,115209,145896,227589,120292,151107,23140,10655,12485,3264.92,3000,2983,3,135.1,5.5,2.6,533,11.5,21,0.45,NA,95237,104,40,5.4,178,3496,-0.5,463.84,227.59,236.25,137398,66158,71240,57873,26520,31353,28323,21368,6955,18424,9335,9089,1797,519,1278,30981,8416,22565,1883,2014,3897,3336.4,1320.75,NA,492.12,23.44,419.46,NA
"44","PL217","011212400000","PODREGION TARNOWSKI",2015,1.217,463601,234012,295282,236126,114489,145002,227475,119523,150280,20300,8754,11546,3392.08,2916,2932,2.9,128.8,5.3,2.4,560,12.1,19,0.41,NA,101356,104,47,5.3,178,NA,-0.5,463.6,227.48,236.13,137604,66229,71375,57885,26520,31365,28677,21441,7236,18588,9516,9072,1800,522,1278,30654,8230,22424,2056,2201,4257,3596.22,1414.23,NA,530.24,31.53,430.65,NA
"45","PL217","011212400000","PODREGION TARNOWSKI",2016,1.263,463339,232068,293199,235988,113562,143975,227351,118506,149224,16813,6926,9887,3502,3027,3039,2.8,127.2,5.3,2.4,613,13.2,23,0.5,NA,124898,104,54,5.4,178,NA,-0.6,463.34,227.35,235.99,139120,67069,72051,57851,26497,31354,29091,21818,7273,19322,9903,9419,1853,511,1342,31003,8340,22663,1914,2145,4059,4040.21,1462.58,NA,574.17,33.73,461.52,NA
"46","PL217","011212400000","PODREGION TARNOWSKI",2017,1.376,463393,230111,290726,235981,112757,142782,227412,117354,147944,14136,5499,8637,3670.53,3104,3099,3.1,133.8,5.5,2.8,564,12.2,41,0.89,309403143,131064,104,54,5.3,178,NA,0.1,463.39,227.41,235.98,139302,66849,72453,57895,26536,31359,29055,21549,7506,19373,9903,9470,1808,510,1298,31171,8351,22820,2120,2088,4208,4360.04,1556.38,NA,632.47,27.28,459.85,309534207
"47","PL217","011212400000","PODREGION TARNOWSKI",2018,1.381,463188,227679,287869,235863,111612,141410,227325,116067,146459,12483,4701,7782,3879.02,3424,3324,2.6,129.6,5.3,2.2,531,11.5,19,0.41,297485044,134631,104,61,5.2,178,NA,-0.4,463.19,227.33,235.86,141108,68027,73081,57854,26483,31371,29786,22334,7452,19908,10285,9623,1663,456,1207,31897,8469,23428,2021,2217,4238,4639.17,1621.31,NA,712.19,34.31,482.04,297619675
"48","PL217","011212400000","PODREGION TARNOWSKI",2019,1.324,462342,225123,284701,235397,110269,139764,226945,114854,144937,10459,3927,6532,4622.36,3777,3630,2.6,132.6,5.4,2.3,602,13,29,0.63,389841982,137765,104,66,4.9,178,NA,-1.8,462.34,226.95,235.4,142981,68692,74289,57865,26516,31349,30534,22784,7750,20431,10350,10081,1640,438,1202,32511,8604,23907,2139,2284,4423,5333,1877.92,NA,785.47,43.25,505.97,389979747
"49","PL217","011212400000","PODREGION TARNOWSKI",2020,1.369,455712,216063,275132,232289,105799,135069,223423,110264,140063,12637,5355,7282,5009.76,4188,4095,3,122.9,5.1,2.4,457,10,14,0.31,482856024,138273,104,76,4,175,NA,-14.3,455.71,223.42,232.29,103930,51316,52614,19848,9564,10284,30740,23044,7696,19806,9862,9944,1458,396,1062,32078,8450,23628,2598,2808,5406,5905.81,2176.21,NA,773.97,52.1,536.73,482994297
"50","PL217","011212400000","PODREGION TARNOWSKI",2021,1.296,453035,213331,272163,230932,104451,133615,222103,108880,138548,10275,4050,6225,5400.26,4624,4379,3.7,127.2,5.3,3.2,503,11.1,15,0.33,474766351,137251,104,85,4.5,174,NA,-5.9,453.04,222.1,230.93,104904,51804,53100,19850,9586,10264,31611,23631,7980,19820,9894,9926,1425,377,1048,32198,8316,23882,2780,2877,5657,6481.11,2351.52,NA,883.63,57.69,596.02,474903602
"51","PL219","011216900000","PODREGION NOWOTARSKI",2012,1.392,341060,175034,218457,174090,86244,107748,166970,88790,110709,16599,8734,7865,2931.46,4844,4968,3.3,151.2,5.7,2.7,327,9.6,22,0.65,NA,97678,104,NA,5.4,130,3547,2.4,341.06,166.97,174.09,84386,39222,45164,38395,19053,19342,13636,9357,4279,12884,5985,6899,1073,285,788,18398,4542,13856,1398,1511,2909,2903.96,1049.3,NA,347.66,11.1,358.04,NA
"52","PL219","011216900000","PODREGION NOWOTARSKI",2013,1.342,341581,174370,218141,174434,86033,107667,167147,88337,110474,17854,9550,8304,3017.16,3932,4173,3,159.6,5.9,2.6,337,9.9,23,0.67,NA,94795,104,NA,5,130,3506,1.5,341.58,167.15,174.43,84610,39219,45391,38391,19052,19339,13955,9644,4311,12505,5650,6855,999,270,729,18760,4603,14157,1353,1556,2909,3027.74,1161.38,NA,351.25,13.98,393.89,NA
"53","PL219","011216900000","PODREGION NOWOTARSKI",2014,1.309,342119,173779,217580,174757,85846,107519,167362,87933,110061,15646,8356,7290,3150.27,4039,4180,3,148.3,5.6,2.4,346,10.1,19,0.56,NA,87125,104,13,4.8,130,3453,1.6,342.12,167.36,174.76,85892,39400,46492,38351,19014,19337,14330,9678,4652,13064,5701,7363,1049,271,778,19098,4736,14362,1327,1459,2786,3237.22,1261.33,NA,378.07,12.65,393.85,NA
"54","PL219","011216900000","PODREGION NOWOTARSKI",2015,1.346,342576,173315,216967,174896,85504,107121,167680,87811,109846,13353,7169,6184,3257.39,5243,5990,3.1,151.5,5.5,2.6,387,11.3,18,0.53,NA,91757,104,18,5.1,130,NA,1.3,342.58,167.68,174.9,86106,39444,46662,38353,19022,19331,15032,10093,4939,12415,5377,7038,1031,268,763,19275,4684,14591,1489,1629,3118,3385.94,1344.91,NA,417.73,13.1,415.55,NA
"55","PL219","011216900000","PODREGION NOWOTARSKI",2016,1.412,342846,172508,216190,175014,85105,106765,167832,87403,109425,11484,6228,5256,3348.1,5445,6232,3.1,148.7,5.3,2.4,354,10.3,15,0.44,NA,109621,104,27,5.2,130,NA,0.8,342.85,167.83,175.01,88034,40462,47572,38371,19035,19336,15661,10530,5131,12974,5738,7236,1047,276,771,19981,4883,15098,1406,1644,3050,3963.78,1362.34,NA,466.94,14.56,458.21,NA
